age,monthly_income,loan_amount,repayment_period,transaction_volume_mtd,avg_mpesa_balance,utility_payment_timeliness,has_previous_loan,gender,region,default
44,31751,11346,14,23,3447,on-time,1,F,Kisumu,0
27,43174,26156,60,74,9461,early,1,M,Nairobi,1
26,61572,15035,14,119,4201,on-time,0,F,Mombasa,0
50,66416,17108,14,100,7607,on-time,1,M,Nyeri,0
49,17041,3853,60,79,8785,on-time,1,M,Kisumu,0
23,28227,19620,7,40,3279,late,1,F,Mombasa,1
58,40201,5176,7,67,6314,on-time,0,M,Nyeri,0
53,41069,35923,14,97,1463,on-time,0,F,Nairobi,1
19,87190,26920,60,9,7367,late,0,M,Nyeri,1
46,31370,7829,7,29,1156,late,0,M,Nairobi,1
21,16586,35654,30,102,242,on-time,1,F,Nairobi,1
18,55231,40239,14,16,4931,on-time,1,M,Eldoret,1
36,10322,26130,7,141,7899,on-time,0,M,Kisumu,1
43,70294,46357,60,88,2364,late,1,M,Eldoret,1
42,84468,9391,60,33,2024,early,0,M,Nairobi,0
27,34299,20324,14,113,2581,on-time,0,F,Kisumu,1
32,95715,47118,60,31,7077,late,1,M,Kisumu,1
39,75793,41667,30,59,7996,on-time,1,F,Kisumu,1
38,51501,1306,30,137,3225,on-time,1,F,Mombasa,0
39,62134,36843,7,56,9233,on-time,1,F,Nyeri,1
53,14777,31543,60,17,9907,on-time,0,F,Nairobi,1
51,16249,8244,30,46,7150,on-time,1,M,Kisumu,1
47,26390,7611,14,147,6111,on-time,1,M,Mombasa,0
42,25369,23706,60,83,4250,on-time,1,M,Mombasa,1
45,17881,20076,7,22,9763,late,1,M,Nairobi,1
18,14587,47902,14,54,9350,on-time,0,F,Eldoret,1
21,98800,34043,14,6,7104,early,1,F,Mombasa,0
24,79327,6271,14,91,9298,on-time,0,M,Nairobi,0
26,92911,8331,30,111,1320,on-time,1,F,Mombasa,0
53,93147,12553,14,145,4761,on-time,1,F,Nairobi,0
36,12833,32340,30,51,4966,on-time,0,F,Kisumu,1
18,52013,12573,14,93,1897,on-time,1,F,Eldoret,1
27,68620,22409,30,16,6074,on-time,0,F,Mombasa,0
53,20754,21434,60,17,2971,on-time,0,F,Mombasa,1
26,83113,25464,30,141,8805,late,1,F,Mombasa,1
59,91784,43840,30,63,1717,early,0,F,Nyeri,0
49,40282,49785,60,47,7105,on-time,0,F,Nyeri,1
49,41737,21662,14,78,6171,on-time,1,M,Kisumu,1
23,29124,19228,60,27,4712,late,1,M,Mombasa,1
55,75102,8386,14,83,3857,early,1,F,Eldoret,1
34,7196,7862,30,27,2132,on-time,1,M,Nyeri,1
27,66527,41108,14,105,8996,late,1,F,Nairobi,1
44,90395,27252,30,148,9965,late,1,F,Nairobi,1
52,16345,10487,14,113,5053,late,1,M,Nairobi,1
38,39077,48829,30,115,4414,on-time,0,M,Kisumu,1
42,71400,41403,30,21,4763,late,1,F,Mombasa,1
45,17055,15604,7,90,7151,on-time,0,F,Mombasa,1
32,90283,18427,14,43,5732,on-time,0,M,Nyeri,0
21,49484,28201,14,45,5596,on-time,1,F,Nairobi,1
46,82514,4042,7,52,992,on-time,1,M,Kisumu,1
26,95135,11386,30,81,1071,on-time,1,F,Eldoret,1
44,40771,12692,30,5,202,on-time,0,F,Mombasa,0
43,62654,16225,7,121,9399,on-time,1,M,Mombasa,0
36,51540,17693,7,23,6151,on-time,0,F,Kisumu,0
45,88151,7661,60,63,5245,on-time,0,M,Nyeri,0
34,34377,44021,30,111,3346,on-time,1,F,Kisumu,1
58,54573,19261,60,142,5954,on-time,0,M,Nyeri,0
59,47733,28378,14,32,3812,on-time,0,F,Mombasa,1
37,16760,22219,60,38,3517,on-time,1,M,Nyeri,1
57,30762,12937,7,43,6545,on-time,1,M,Nyeri,0
56,55986,1794,7,130,5517,on-time,0,M,Nyeri,0
40,39332,48366,7,87,4251,on-time,1,M,Nyeri,1
49,45100,7786,7,110,6617,on-time,0,M,Nairobi,0
50,9944,37782,60,114,3759,early,1,M,Nairobi,1
22,53825,41160,60,125,9211,on-time,0,F,Nairobi,1
51,18877,46313,60,111,7606,on-time,1,M,Nairobi,1
57,34990,39121,7,135,4652,late,1,F,Kisumu,1
28,60283,37175,7,27,5773,early,1,F,Eldoret,1
20,8258,28032,30,149,2257,on-time,0,M,Nyeri,1
50,36629,27427,30,75,681,late,1,F,Kisumu,1
28,42579,18358,7,111,895,late,0,F,Nairobi,1
33,27958,30790,30,50,1983,early,0,M,Nyeri,1
35,44465,21621,14,74,6144,on-time,0,M,Eldoret,0
47,90853,49821,14,35,9101,early,1,M,Nyeri,1
27,20775,29365,7,97,5320,on-time,0,M,Mombasa,1
35,81575,14189,60,141,672,on-time,1,F,Mombasa,1
55,99633,12213,14,122,1306,on-time,0,M,Kisumu,0
36,39207,8248,14,85,3180,late,1,M,Eldoret,1
53,27553,5369,60,64,2560,late,0,M,Kisumu,1
30,58632,9050,30,80,4105,late,0,F,Nyeri,1
20,5055,29605,60,67,5025,on-time,0,F,Eldoret,1
27,93697,39183,30,104,2713,early,1,M,Kisumu,0
55,37873,16398,30,52,1815,on-time,0,M,Nyeri,0
18,85720,41883,60,78,5345,on-time,1,M,Nairobi,0
44,71205,34055,30,62,1669,early,0,F,Nyeri,0
25,83199,4195,14,34,776,on-time,1,F,Kisumu,0
59,30318,26451,7,14,2613,late,0,F,Eldoret,1
34,38734,8450,30,43,9092,late,0,F,Eldoret,1
26,87227,3925,14,59,9433,on-time,1,M,Nairobi,1
23,23522,15515,60,32,3152,on-time,0,F,Kisumu,1
42,16656,6310,30,122,2131,on-time,1,M,Nairobi,1
56,20893,32817,14,118,1608,late,0,M,Mombasa,1
45,21493,28408,30,79,9402,on-time,1,M,Nyeri,1
50,8632,45528,60,69,4429,late,1,M,Mombasa,1
54,93648,48664,7,85,1012,on-time,0,F,Mombasa,1
26,66779,20280,30,104,5343,late,1,M,Nairobi,1
35,43452,18105,7,104,5422,on-time,0,F,Nairobi,0
38,18266,19547,30,50,1155,late,1,F,Nyeri,1
19,66607,11774,30,64,7730,late,1,F,Nairobi,1
55,21940,16457,60,141,7207,on-time,1,M,Nairobi,1
57,29003,43311,30,101,5770,on-time,0,M,Nairobi,1
53,39815,4980,14,7,1850,late,1,M,Nairobi,1
54,35869,21886,14,140,7675,early,0,M,Nairobi,1
32,54297,12576,7,118,6487,on-time,1,M,Mombasa,0
45,65107,32891,7,120,3112,late,1,F,Mombasa,1
35,87793,37181,14,62,3528,late,0,M,Nyeri,1
51,21682,34262,7,74,6563,early,1,F,Eldoret,1
39,24622,1947,7,97,5238,on-time,1,F,Nyeri,0
28,35408,1022,14,144,8648,on-time,1,F,Kisumu,0
30,13837,2128,14,141,6360,on-time,0,F,Nyeri,0
21,69210,14986,14,109,5355,late,0,M,Nyeri,1
39,20407,33322,60,53,4491,on-time,0,M,Nairobi,1
24,34309,49929,60,87,7647,late,0,M,Nairobi,1
41,76918,17160,14,21,7422,early,0,F,Nairobi,0
21,98190,10808,30,58,9909,on-time,1,F,Eldoret,0
45,23895,30612,14,116,9915,late,1,F,Nairobi,1
32,91912,22725,60,53,5324,on-time,0,F,Kisumu,0
18,5370,7998,7,148,9957,on-time,1,F,Mombasa,1
20,5486,40950,30,89,8051,late,1,F,Kisumu,1
31,28762,24418,30,16,9887,late,0,M,Eldoret,1
55,31613,19040,7,130,2089,on-time,0,F,Nairobi,1
18,8196,21557,30,102,8820,on-time,1,M,Nyeri,1
55,99937,22825,7,140,2704,early,0,M,Mombasa,0
55,81349,9998,60,52,2507,late,1,M,Eldoret,1
38,69839,37080,30,140,163,late,0,F,Kisumu,1
46,46916,47097,30,32,2912,early,0,M,Nairobi,1
22,13572,16802,7,84,4127,early,0,M,Eldoret,1
27,33225,12167,7,14,201,late,0,F,Eldoret,1
45,50853,36092,60,56,3235,early,0,M,Nyeri,1
38,54390,43407,7,147,1280,late,0,M,Nyeri,1
24,37275,14338,7,136,5609,late,0,F,Nyeri,1
20,77379,11753,60,94,7630,late,1,F,Kisumu,1
37,6105,6984,14,66,2828,on-time,0,F,Nyeri,1
36,64896,19895,14,111,7731,on-time,1,M,Eldoret,0
52,48209,48910,7,136,8690,early,0,M,Eldoret,1
21,47487,44831,60,45,504,on-time,0,F,Eldoret,1
22,23051,1362,14,103,2973,on-time,0,M,Mombasa,0
18,99244,4454,60,59,3368,on-time,1,F,Mombasa,0
21,82400,22004,7,32,2794,on-time,1,F,Kisumu,0
29,71961,37023,7,105,2567,on-time,0,F,Nyeri,1
44,65156,18601,60,51,4415,on-time,0,M,Eldoret,0
59,62175,6349,30,141,2021,late,1,M,Nyeri,1
40,11849,40963,7,134,4059,on-time,1,M,Eldoret,1
42,23976,11047,7,121,6940,on-time,0,F,Mombasa,0
38,61866,8750,7,112,9832,on-time,1,F,Eldoret,0
41,52078,30393,7,73,4948,early,1,M,Kisumu,1
42,36113,23463,60,32,7723,late,0,M,Nairobi,1
49,20401,10399,60,83,3468,on-time,1,M,Eldoret,1
49,17884,14686,60,18,7972,early,1,F,Kisumu,1
22,89360,41803,60,50,779,on-time,1,F,Mombasa,0
53,42563,35275,30,145,7606,late,1,M,Mombasa,1
59,39414,23787,60,20,847,on-time,1,M,Nairobi,1
59,21142,15776,60,85,1421,on-time,0,M,Nyeri,1
56,76492,30527,7,62,8027,on-time,0,M,Nyeri,0
33,84464,40351,30,52,3848,on-time,1,F,Eldoret,1
50,80257,37695,7,53,5962,early,0,M,Mombasa,0
38,81693,16797,30,93,4889,late,1,M,Kisumu,1
26,40135,37999,14,134,633,on-time,0,F,Nairobi,1
23,77232,6302,30,18,1918,late,0,F,Nyeri,1
52,32862,39059,30,107,2441,on-time,1,M,Eldoret,1
56,10190,1908,7,125,6794,early,1,F,Eldoret,1
39,75199,16123,30,149,5106,late,1,M,Mombasa,1
58,9331,13877,30,127,4645,on-time,1,M,Kisumu,1
22,57186,15239,7,142,9760,on-time,1,M,Kisumu,1
59,49648,22435,14,74,7327,late,1,F,Nyeri,1
40,33549,28313,14,107,5007,late,0,M,Eldoret,1
34,86782,36354,14,106,8078,early,1,M,Mombasa,0
29,30761,43103,30,68,4585,early,1,F,Kisumu,1
40,8262,49408,7,22,1335,on-time,0,F,Eldoret,1
33,56259,18715,14,67,7755,on-time,0,F,Kisumu,0
20,77572,24235,14,53,1245,on-time,1,M,Nairobi,0
47,58472,27129,14,60,7520,early,0,M,Kisumu,0
39,92858,11534,14,95,1575,on-time,0,M,Kisumu,0
26,89667,35574,7,62,3021,early,0,M,Eldoret,0
46,9677,44060,14,59,5779,late,0,M,Kisumu,1
54,78508,18189,30,89,7796,on-time,1,F,Kisumu,1
40,85865,21531,30,23,5515,early,1,F,Nairobi,1
30,55617,11967,7,107,5038,late,1,M,Kisumu,1
49,91029,17455,60,116,1704,on-time,1,M,Kisumu,0
40,23595,1027,14,112,5147,on-time,1,M,Eldoret,0
34,92459,9660,14,51,8843,early,1,M,Mombasa,0
57,65148,26339,30,111,8275,late,0,M,Nairobi,1
38,51926,40823,7,88,7719,on-time,1,M,Kisumu,1
19,80271,10616,60,132,6217,early,1,M,Mombasa,0
54,39457,11440,30,62,8029,late,1,M,Eldoret,1
23,47531,37600,60,147,1936,on-time,1,F,Nairobi,1
35,78263,49738,7,148,6004,late,0,F,Eldoret,1
47,78300,14107,7,101,6576,on-time,0,M,Mombasa,0
39,68171,29646,7,51,7373,late,1,M,Nairobi,1
50,50771,47545,30,144,9416,on-time,0,M,Kisumu,1
47,98135,27251,7,107,1482,late,0,F,Mombasa,1
34,71354,16954,30,88,3500,late,0,F,Eldoret,1
49,42289,17943,30,53,8156,late,0,M,Nairobi,1
59,38892,41725,14,135,8326,on-time,1,M,Mombasa,1
31,76196,46434,30,116,2304,late,1,M,Mombasa,1
27,43409,21215,30,64,3444,on-time,1,M,Eldoret,0
53,39470,11110,14,70,3114,early,0,M,Eldoret,0
51,23385,41112,60,91,8019,late,0,F,Kisumu,1
26,28296,22555,14,130,1728,on-time,1,M,Kisumu,1
59,66716,17462,14,30,6864,early,0,M,Mombasa,0
45,94152,14696,7,75,9621,on-time,1,F,Eldoret,1
28,31382,2031,7,78,5845,on-time,0,M,Mombasa,0
31,81675,24765,14,51,9851,on-time,1,F,Nyeri,0
56,27419,48858,7,80,9096,on-time,1,F,Eldoret,1
36,98321,16816,14,100,1390,on-time,1,F,Nyeri,0
32,86238,18868,7,35,7110,on-time,1,M,Nyeri,0
45,99753,11437,30,26,2686,late,1,F,Eldoret,1
41,44291,16453,7,21,6223,on-time,1,F,Kisumu,0
25,17397,23222,7,140,5030,on-time,1,F,Mombasa,1
26,62888,15258,30,102,2650,on-time,1,M,Nairobi,0
50,40169,35318,14,53,1055,early,1,F,Nairobi,1
50,67182,13977,7,91,8871,on-time,1,F,Eldoret,0
36,97476,38450,7,42,2097,early,0,M,Kisumu,0
20,47249,48207,30,57,7083,on-time,0,M,Kisumu,1
27,33341,19213,30,32,9957,on-time,0,F,Kisumu,1
57,80603,37519,30,81,7229,on-time,0,F,Nairobi,0
59,51144,46682,60,143,2230,on-time,1,F,Nyeri,1
18,66772,11223,30,22,7309,late,0,M,Nairobi,1
46,84360,49166,14,54,6399,early,1,M,Kisumu,1
51,18444,40369,7,93,3840,on-time,1,M,Nairobi,1
30,50647,21843,7,49,2600,late,1,M,Nairobi,1
18,15974,4856,60,131,9934,late,1,M,Mombasa,1
51,43383,13661,7,97,7551,on-time,0,F,Eldoret,0
46,99826,16591,7,25,5407,on-time,1,F,Nyeri,1
30,86552,7182,14,80,6867,early,0,M,Mombasa,0
46,99049,8970,7,95,1597,early,1,F,Eldoret,0
56,7956,48922,14,100,8913,on-time,0,M,Kisumu,1
41,13077,35862,60,100,3244,early,0,F,Mombasa,1
43,41490,31755,14,79,9751,late,1,F,Eldoret,1
34,60612,45863,30,114,8125,on-time,1,M,Mombasa,1
24,41159,20416,30,86,392,early,0,M,Nairobi,0
30,44710,14672,60,132,8946,on-time,1,F,Nairobi,0
22,88536,18932,7,107,2904,on-time,1,F,Mombasa,1
43,18806,47996,14,137,7704,early,0,F,Mombasa,1
20,83345,9559,30,148,7239,on-time,1,F,Nyeri,1
24,85391,1064,14,143,7928,late,1,M,Kisumu,1
56,99924,4299,30,39,6303,late,1,F,Nairobi,1
18,11458,5849,14,116,1721,on-time,1,M,Mombasa,1
34,40524,6639,7,91,7971,late,1,F,Eldoret,1
42,11853,12055,60,123,4114,on-time,1,M,Kisumu,1
20,45477,23058,7,102,3605,on-time,0,M,Eldoret,1
32,37222,30427,14,85,8810,on-time,1,M,Kisumu,1
46,23320,17980,30,142,2785,on-time,1,F,Eldoret,1
49,99154,11866,30,86,127,early,0,F,Nairobi,0
43,57243,4889,60,140,365,on-time,0,M,Mombasa,0
33,50615,49226,7,30,9598,late,1,F,Mombasa,1
42,22352,32335,7,7,7205,on-time,0,M,Nyeri,1
45,77833,27162,7,63,7006,on-time,1,M,Mombasa,1
26,98476,24913,30,120,5175,on-time,0,M,Nairobi,0
18,8203,25687,60,135,5919,on-time,1,M,Kisumu,1
46,44267,34220,30,134,910,on-time,0,M,Kisumu,1
39,42941,11995,7,149,4776,late,0,F,Mombasa,1
33,87809,3631,14,40,3490,on-time,1,M,Eldoret,1
58,30368,35954,30,90,710,early,1,F,Mombasa,1
58,82186,6967,60,102,4646,on-time,0,F,Kisumu,0
24,35984,23758,7,128,5127,on-time,0,F,Nyeri,1
31,46941,22742,14,77,5824,on-time,0,M,Kisumu,0
46,77918,38116,30,114,302,on-time,0,F,Eldoret,0
36,57683,27580,14,126,501,on-time,1,F,Eldoret,0
36,5801,35227,14,134,2127,early,1,F,Nyeri,1
19,52965,2942,60,31,9181,early,0,F,Eldoret,0
58,90269,48664,30,72,278,on-time,0,M,Mombasa,1
32,14969,29069,60,18,5917,on-time,1,F,Mombasa,1
20,40969,22806,7,102,2079,on-time,0,F,Kisumu,1
28,87269,15407,14,27,7285,on-time,1,M,Nairobi,0
47,37449,49390,60,119,4084,late,1,F,Mombasa,1
57,96679,15557,60,116,5765,on-time,0,F,Mombasa,0
35,30705,17445,7,100,5121,late,0,F,Nyeri,1
19,65303,18878,30,82,5622,late,0,F,Mombasa,1
49,33363,18564,60,65,5612,late,1,F,Kisumu,1
25,35720,14093,14,89,3083,late,1,M,Nyeri,1
39,14972,36556,14,75,8642,on-time,1,F,Mombasa,1
23,38351,27451,14,89,4382,on-time,1,F,Kisumu,1
29,41145,44168,14,54,5628,on-time,1,M,Nyeri,1
57,92948,25086,60,144,8088,on-time,1,F,Nairobi,0
53,94614,17489,14,19,7375,on-time,0,F,Kisumu,0
32,93116,29004,60,149,2887,on-time,0,F,Mombasa,0
45,61235,21471,30,38,4726,on-time,0,M,Nyeri,0
35,19855,27284,14,39,6661,on-time,1,F,Nairobi,1
19,41169,37693,30,43,6452,late,0,F,Kisumu,1
30,51404,19292,60,137,4908,late,1,F,Nairobi,1
32,24569,19433,7,34,8729,on-time,1,F,Kisumu,1
37,59437,15568,30,136,5988,early,0,F,Mombasa,0
46,53506,46424,14,147,5837,on-time,1,M,Kisumu,1
59,30738,10466,7,107,2458,on-time,0,F,Mombasa,0
46,11772,26521,30,78,8674,late,1,M,Kisumu,1
20,95410,37672,60,59,5490,on-time,1,F,Nyeri,1
36,24731,16467,60,64,4316,on-time,1,F,Kisumu,1
20,15131,33019,60,28,506,on-time,0,F,Kisumu,1
31,71324,11419,30,26,4440,early,0,M,Eldoret,0
57,59097,17676,60,36,165,on-time,1,M,Eldoret,0
21,86720,30255,30,99,327,on-time,0,F,Kisumu,0
28,7889,32514,14,87,2284,late,1,F,Eldoret,1
48,14569,44182,14,7,6900,early,0,M,Mombasa,1
49,92193,23650,30,74,9804,on-time,1,M,Eldoret,0
44,80677,23754,30,134,7851,on-time,1,M,Kisumu,0
47,90192,13165,7,92,9221,on-time,0,F,Nairobi,0
19,92154,11683,60,113,5923,late,0,M,Nairobi,1
26,82470,33556,14,63,1280,early,1,M,Kisumu,0
45,93822,16442,14,81,9331,late,0,M,Kisumu,1
48,12612,5860,7,18,1201,late,1,M,Nairobi,1
51,56644,4729,30,55,2199,late,0,F,Nyeri,1
32,37069,32351,30,143,613,early,0,M,Eldoret,1
42,86741,48168,7,82,1932,on-time,0,M,Nyeri,1
53,32331,25346,60,84,7237,late,0,F,Mombasa,1
25,60897,9619,30,14,5907,late,1,M,Nairobi,1
26,18934,12164,30,84,3216,on-time,1,F,Nairobi,1
54,15095,39878,60,128,5950,on-time,0,M,Nyeri,1
56,96494,7955,60,38,7698,on-time,1,F,Mombasa,1
49,23706,1106,7,125,4443,late,1,M,Nyeri,1
34,48516,5754,7,84,4728,early,0,F,Mombasa,0
52,39629,45293,7,57,6284,early,1,F,Kisumu,1
54,51910,22662,30,22,9081,early,1,F,Kisumu,0
36,93540,7408,7,106,1400,on-time,0,F,Nairobi,0
46,25431,41403,30,139,2047,early,1,F,Kisumu,1
24,61733,2225,14,102,2342,on-time,1,F,Nyeri,0
45,45088,13196,60,49,9386,on-time,0,M,Mombasa,0
26,49135,5250,60,39,1458,early,1,F,Nairobi,0
45,43015,16372,14,118,3756,on-time,0,F,Kisumu,0
23,36385,18279,7,25,407,early,1,F,Nairobi,1
46,75199,45865,30,100,1550,on-time,1,F,Nairobi,1
34,43677,31193,30,48,7466,on-time,0,M,Mombasa,1
33,17818,45823,30,84,2223,on-time,1,F,Nyeri,1
40,93222,27868,60,60,4982,on-time,1,M,Nyeri,0
48,68001,39187,7,142,2942,late,1,F,Eldoret,1
20,28977,49481,30,147,1764,late,0,M,Nyeri,1
38,54832,29475,30,59,6473,on-time,1,M,Kisumu,1
43,45931,45552,30,47,4048,on-time,1,M,Eldoret,1
53,88990,3433,14,54,9686,on-time,1,F,Eldoret,1
59,83894,11998,30,10,4172,late,1,M,Eldoret,1
54,77204,45343,14,66,3734,on-time,0,F,Eldoret,1
39,50784,32133,30,59,314,early,0,F,Nyeri,1
59,14921,35069,30,144,3172,late,1,F,Eldoret,1
29,39959,7858,30,120,4572,on-time,1,M,Kisumu,0
59,37328,9950,14,35,2559,on-time,1,M,Kisumu,0
30,13859,9938,30,78,3806,on-time,0,F,Nairobi,1
28,94506,26168,7,38,1306,early,1,M,Kisumu,0
33,79408,33099,30,14,8701,late,1,F,Nairobi,1
25,89766,6644,14,56,3569,on-time,1,M,Kisumu,0
57,31708,44846,14,82,8507,early,1,F,Eldoret,1
57,23847,10260,7,7,4947,on-time,0,F,Mombasa,0
19,60989,48458,60,139,448,on-time,1,M,Eldoret,1
47,97641,37075,7,8,3751,early,1,M,Nyeri,0
47,9922,17488,7,52,2978,on-time,0,F,Nairobi,1
29,74928,1395,14,78,4849,on-time,1,M,Mombasa,0
27,57335,11845,30,83,4094,on-time,1,M,Kisumu,1
28,18541,37059,30,148,102,on-time,0,M,Eldoret,1
32,24551,19394,60,8,1217,early,0,M,Nairobi,1
33,24381,29457,60,8,9374,on-time,1,M,Nairobi,1
34,60673,46906,60,124,6983,on-time,0,F,Kisumu,1
43,27948,38305,60,123,1617,early,0,M,Nairobi,1
19,97264,43628,7,21,4946,on-time,1,M,Kisumu,0
29,64072,22352,7,100,3679,on-time,0,M,Kisumu,0
43,72560,22146,30,74,2479,on-time,1,M,Eldoret,0
40,87249,18435,7,101,9304,on-time,0,F,Nairobi,0
35,7486,40386,30,12,4364,on-time,1,M,Nyeri,1
49,71691,38491,30,118,2923,on-time,0,F,Nyeri,1
55,15082,20968,30,9,948,on-time,0,M,Eldoret,1
20,89105,48605,30,51,9996,on-time,1,F,Eldoret,1
55,12086,9539,14,44,5136,early,0,M,Kisumu,1
20,72853,2263,30,126,305,late,1,M,Nyeri,1
47,75027,14305,7,139,620,late,1,M,Nairobi,1
18,20916,25398,7,144,3676,on-time,1,M,Nyeri,1
47,20248,44702,7,98,5213,late,0,F,Eldoret,1
49,73047,33080,7,32,6358,on-time,1,M,Eldoret,0
45,29226,11265,14,81,6907,early,1,F,Kisumu,0
38,30025,33152,60,53,2234,on-time,0,F,Nairobi,1
30,53380,28724,60,90,4938,late,0,M,Eldoret,1
44,12848,31624,30,58,2575,early,1,F,Nairobi,1
53,19274,35119,30,22,5917,on-time,1,F,Nyeri,1
24,59545,40958,7,31,4645,late,0,M,Kisumu,1
39,40233,30389,7,76,7893,late,1,M,Nyeri,1
27,21304,17650,60,138,885,on-time,1,M,Eldoret,1
56,16294,27014,60,126,8243,early,0,M,Eldoret,1
32,31425,11885,7,109,7808,on-time,1,M,Nairobi,0
32,73711,8434,30,73,4197,on-time,0,M,Eldoret,0
21,98311,31028,14,75,5297,late,1,M,Nairobi,1
49,14425,2022,14,121,2257,on-time,1,F,Mombasa,1
40,96549,25331,60,36,8970,late,1,F,Eldoret,1
23,98464,3037,60,113,3628,on-time,1,M,Nyeri,0
41,49990,9756,60,101,3659,on-time,0,F,Nyeri,0
37,78746,47326,14,5,8234,early,1,F,Nairobi,1
54,73295,18443,14,112,8662,on-time,0,F,Mombasa,0
37,21091,35192,7,118,3037,early,1,M,Eldoret,1
29,5002,5123,30,45,8272,on-time,1,F,Kisumu,1
50,55411,17603,60,12,8238,early,1,M,Kisumu,0
45,45958,1405,7,34,5241,early,1,F,Nyeri,1
25,25707,43597,14,50,821,on-time,1,M,Eldoret,1
18,20248,19702,7,109,1023,on-time,0,F,Kisumu,1
54,76309,43719,14,100,5491,on-time,0,F,Nairobi,1
39,83322,27250,30,65,7757,on-time,0,M,Eldoret,0
23,56720,42751,14,145,935,on-time,1,F,Nyeri,1
38,20037,22442,7,93,2593,on-time,1,M,Mombasa,1
49,72421,18693,30,130,3079,on-time,1,M,Nairobi,0
52,86867,25005,14,65,2524,on-time,1,M,Nairobi,1
32,45612,45793,60,124,4621,late,1,F,Eldoret,1
22,93031,38697,14,125,2476,on-time,0,F,Mombasa,0
23,18450,29988,30,52,553,on-time,1,M,Nairobi,1
42,14491,33333,7,63,3559,early,0,M,Mombasa,1
57,79804,30992,30,15,3647,on-time,1,M,Nyeri,1
46,98293,10522,7,29,1248,on-time,1,F,Nairobi,0
24,11791,46406,14,50,622,on-time,1,F,Kisumu,1
57,33314,42470,14,58,4677,early,1,M,Nyeri,1
30,56883,44532,30,38,221,on-time,1,F,Nyeri,1
55,99119,13121,60,88,3718,on-time,1,F,Nairobi,0
35,92086,15219,14,139,6730,on-time,0,M,Kisumu,0
19,70629,2617,60,66,3822,on-time,0,M,Mombasa,0
25,14967,44016,60,61,3183,late,1,F,Kisumu,1
28,86754,25276,30,97,6030,on-time,1,M,Nyeri,1
50,48220,35351,14,120,6823,on-time,1,M,Nairobi,1
55,79163,7704,60,80,4913,late,1,F,Kisumu,1
44,9947,41756,14,137,3407,early,1,M,Kisumu,1
37,44419,18959,7,80,3742,on-time,1,M,Nyeri,1
29,61131,29522,60,41,2917,early,0,F,Mombasa,0
48,93714,10953,30,148,7521,late,0,M,Kisumu,1
44,33876,27567,30,34,7147,early,1,F,Kisumu,1
49,93444,23560,60,46,9776,early,0,M,Eldoret,0
27,24971,3613,14,65,8568,late,0,F,Nyeri,1
20,67539,37660,7,52,5688,on-time,1,F,Eldoret,1
44,54228,46104,7,88,7487,on-time,1,M,Nyeri,1
52,79495,40501,30,97,9540,early,1,M,Nyeri,1
48,33261,38199,30,72,9416,on-time,0,M,Eldoret,1
32,66260,25496,14,50,9949,late,1,F,Mombasa,1
33,86371,18765,30,117,3502,on-time,1,F,Mombasa,0
30,89793,26721,14,32,4432,late,1,M,Nyeri,1
52,8346,4515,60,81,9043,late,0,M,Eldoret,1
28,61176,5454,7,125,264,on-time,1,F,Kisumu,0
38,57300,41537,60,7,7089,on-time,1,M,Nyeri,1
28,16340,23873,30,41,9984,on-time,1,F,Nyeri,1
47,38012,9384,7,96,2056,early,0,M,Nairobi,0
52,40393,14727,7,87,3960,on-time,1,M,Mombasa,0
39,80133,4534,60,21,2875,late,1,M,Eldoret,1
55,30557,34523,14,125,1868,on-time,1,F,Kisumu,1
48,69204,32889,7,91,6326,late,0,M,Kisumu,1
31,78273,26465,14,44,6721,late,1,F,Nyeri,1
41,22276,31593,60,77,882,late,0,F,Kisumu,1
49,59639,22330,60,33,7920,late,1,M,Kisumu,1
53,12310,9302,14,46,9246,on-time,1,M,Nyeri,1
49,40167,13907,60,33,9951,late,0,F,Mombasa,1
32,89880,25430,7,70,240,on-time,1,M,Nairobi,0
52,15391,42752,60,128,819,on-time,1,M,Mombasa,1
20,55621,48153,60,149,1750,on-time,0,F,Mombasa,1
33,15892,8181,7,124,7985,on-time,0,M,Nairobi,1
22,81733,47213,14,113,3673,on-time,0,F,Nyeri,1
38,83586,13875,60,96,1115,on-time,1,F,Mombasa,0
27,41142,28219,14,116,4483,on-time,0,F,Eldoret,1
36,50679,37182,7,56,8634,early,1,F,Eldoret,1
42,46615,16005,14,64,6392,on-time,1,F,Nairobi,0
21,52553,43269,14,98,6453,late,1,M,Eldoret,1
46,84071,15245,30,148,9267,on-time,0,F,Nyeri,0
36,46002,7457,30,102,3220,early,1,F,Kisumu,1
19,75658,7749,60,18,1923,late,0,M,Nyeri,1
27,14852,34064,30,55,4526,late,1,F,Nairobi,1
42,10387,10821,30,28,110,late,1,F,Kisumu,1
37,44994,33761,30,111,4704,on-time,0,M,Eldoret,1
36,38725,39051,14,77,9760,early,1,M,Mombasa,1
40,77682,14119,14,88,9405,on-time,1,M,Eldoret,1
41,5560,8664,30,65,8913,on-time,0,F,Nyeri,1
28,61565,30281,7,110,1000,early,1,F,Nyeri,0
51,6312,41279,30,98,3847,early,1,F,Nairobi,1
45,23205,32821,7,67,1571,late,0,M,Mombasa,1
22,16595,39233,14,99,6961,on-time,0,F,Mombasa,1
22,92566,25647,7,39,3203,on-time,1,F,Kisumu,0
